Item Name,Category,Distributor,Item Number,Product SKU,Description,Size,Proof %,Last Purchase Cost,Price Includes Tax,Cost Price,Retail Price,Promo Price,Reorder Level,Reorder Amount,Allow Alternate Description,Item has Serial Number,Image Id,Override Default Tax,Is Service,Commission Percent,Commission Fixed,Is Scalable,Weight,Price Per Pound,Deleted,Retail Markup,Quickbooks Id,Permanent Delete,Single Bottle Cost,Case Cost,Remove Discount,By Location,Quantity on Hand,Quantity Case,Price A,Price B,Price C
SOFIE MATILDA,BEER,CRAWFORD,3692011240,72138,SOFIE MATILDA,22OZ,,5.6,,5.6,6.99,,1,1,,,,,,,,,,,,,,,5.6,67.15,,6,0,12,,,
SOL 4/6NR,,STANDARD LIQUOR CORP,7231163021,292062,SOL 4/6NR,12OZ,,6.09,,6.09,7.99,,2,1,,,,,,,,,,,,,,,6.09,25.6,,18,2,4,,,
SONOMA CUTRER CHARD SONOMA COA,WINE,GLAZER'S,6961145444,425111,SONOMA CUTRER CHARD,750ML,,18.27,,18.27,24.99,,1,1,,,,,,,,,,,,,,,18.27,187.8,,B,0,12,,,
SONOMA CUTRER P NOIR RUS RVR,WINE,GLAZER'S,6961150038,10058503,SONOMA CUTRER P NOIR,750ML,,21,,21,28.99,,1,1,,,,,,,,,,,,,,,21,240,,G,0,12,,,
SOUTH COMFORT 70,,STANDARD LIQUOR CORP,8854401894,3752007,SOUTH COMFORT 70,1.0LT,,19.87,,19.87,25.49,,2,1,,,,,,,,,,,,,,,19.87,224,,A,0,12,,,
SOUTH COMFORT 70,,STANDARD LIQUOR CORP,8854401891,3752004,SOUTH COMFORT 70,1.75L,,22.22,,22.22,27.99,,2,1,,,,,,,,,,,,,,,22.22,121.35,,A,6,6,,,
SOUTH COMFORT 70,,STANDARD LIQUOR CORP,8854401916,3752015,SOUTH COMFORT 70,200ML,,4.28,,4.28,5.49,,2,1,,,,,,,,,,,,,,,4.28,186,,H,0,48,,,
SOUTH COMFORT 70,,STANDARD,8854401913,3752013,SOUTH COMFORT 70,375ML,,6.22,,6.22,8.99,,2,1,,,,,,,,,,,,,,,6.22,157.91,,A,1,24,,,
SOUTH COMFORT 70,LIQUOR,STANDARD,8854400055,3752013A,SOUTH COMFORT 70,375ML,,6.22,,6.22,8.99,,2,1,,,,,,,,,,,,,,,6.22,157.91,,,1,24,,,
SOUTH COMFORT 70,,STANDARD LIQUOR CORP,8854401905,3752009,SOUTH COMFORT 70,750ML,,13.95,,13.95,13.99,,2,1,,,,,,,,,,,,,,,13.95,130.8,,A,0,12,,,
SOUTHERN COMFORT 70,LIQUOR,STANDARD,8854400002,3752021,SOUTHERN COMFORT 70,50ML,,8.51,,8.51,1.69,,1,1,,,,,,,,,,,,,,,8.51,76,,H,0,120,,,
SOUTHERN COMFORT 70 PET,LIQUOR,STANDARD,8854401431,3728009,SOUTHERN COMFORT 70,750ML,,10.9,,10.9,13.99,,0,0,,,,,,,,,,,,,,,10.9,130.8,,,12,12,,,
SOUTHERN COMFORT 80,LIQUOR,STANDARD,8800402667,20997013,SOUTHERN COMFORT 80,375ML,,7,,7,8.99,,0,0,,,,,,,,,,,,,,,7,168,,,0,24,,,
SOUTHERN COMFORT LIME,LIQUOR,STANDARD LIQUOR CORP,8854400006,12481013,SOUTHERN COMFORT LIM,375ML,,7.33,,7.33,9.49,,0,0,,,,,,,,,,,,,,,7.33,157.91,,A,0,24,,,
SOUTHERN COMFORT LIME,LIQUOR,STANDARD LIQUOR CORP,8854400005,12481009,SOUTHERN COMFORT LIM,750ML,,13.95,,13.95,19.99,,0,0,,,,,,,,,,,,,,,13.95,168.17,,A,0,12,,,
SOUTHERN COMFORT PEPPER,LIQUOR,STANDARD,8854400051,7946009,SOUTHERN COMFORT PEP,750ML,,12.09,,12.09,13.99,,1,1,,,,,,,,,,,,,,,12.09,0,,H,0,12,,,
SOUVERAIN CAB SAUV,WINE,GLAZER'S,8855309349,443220,SOUVERAIN CAB SAUV,750ML,,6.41,,6.41,8.99,,0,0,,,,,,,,,,,,,,,6.41,76.92,,,0,12,,,
SOUVERAIN CHARD,WINE,GLAZER'S,10031242,445752,SOUVERAIN CHARD,750ML,,6.41,,6.41,8.99,,0,0,,,,,,,,,,,,,,,6.41,76.92,,,3,12,,,
SOUVERAIN MERLOT,WINE,GLAZER'S,8855309446,432604,SOUVERAIN MERLOT,750ML,,6.41,,6.41,8.99,,0,0,,,,,,,,,,,,,,,6.41,76.92,,,0,12,,,
SOUVERAIN SAUB BLANC,WINE,GLAZER'S,8855309405,448695,SOUVERAIN SAUB BLANC,750ML,,6.41,,6.41,8.99,,0,0,,,,,,,,,,,,,,,6.41,76.92,,,1,12,,,
SP BELIAN WHITE 4/6,,CRAWFORD SALES COMPANY,8873300302,144,SP BELIAN WHITE 4/6,12OZ,,0.93,,0.93,6.99,,2,1,,,,,,,,,,,,,,,0.93,22.4,,4,0,4,,,
SP CIDER PEACH,BEER,CRAWFORD,8873390022,159,SP CIDER PEACH,11.2Z,,6.4,,6.4,7.99,,0,0,,,,,,,,,,,,,,,6.4,25.6,,,0,4,,,
SPARKS,,MIDWEST DISTRIBUTORS CO,7825000475,7232,SPARKS,16OZ,,0,,4.17,5.88,,2,1,,,,,,,,,,,,,,,4.17,25.9,,18,0,6,,,
SPARKS LEMON 4 PK,BEER,MIDWEST,7825000503,7240,SPARKS LEMON 4 PK,16OZ,,0,,4.32,5.88,,0,0,,,,,,,,,,,,,,,4.32,25.9,,18,0,6,,,
SPARKS PLUS 4 PK,BEER,MIDWEST,7825000479,7236,SPARKS PLUS 4 PK,16OZ,,0,,4.32,5.88,,0,0,,,,,,,,,,,,,,,4.32,25.9,,18,0,6,,,
SPEYBURN HIGHLAND MALT,LIQUOR,STANDARD LIQUOR CORP,8066077405,223009,SPEYBURN HIGHLAND MA,750ML,,23.28,,23.28,29.99,,0,0,,,,,,,,,,,,,,,23.28,130.69,,C,1,6,,,
SPEYBURN HIGHLAND MALT,LIQUOR,STANDARD LIQUOR CORP,3207010012,223009A,SPEYBURN HIGHLAND MA,750ML,,23.28,,23.28,29.99,,0,0,,,,,,,,,,,,,,,23.28,130.69,,,1,6,,,
SPIKED SELTZER,BEER,CRAWFORD,5389700227,55020,SPIKED SELTZER,11.2Z,,11.2,,11.2,14.99,,0,0,,,,,,,,,,,,,,,11.2,23.2,,,1,2,,,
ST BRENDANS IRISH CREAM,,GLAZER WHOLESALE DRUG CO.,8835211005,24443,ST BRENDANS IRISH CR,375ML,,73.68,,6.94,8.99,,2,1,,,,,,,,,,,,,,,6.94,73.68,,,0,12,,,
ST BRENDANS IRISH CREAM,,GLAZER WHOLESALE DRUG CO.,8835210726,24442,ST BRENDANS IRISH CR,750ML,,140.64,,12.14,16.99,,2,1,,,,,,,,,,,,,,,12.14,140.64,,,0,12,,,
ST CHRISTOPHER GLUHWEIN,WINE,HANDCRAFTED WINES,2291620080,23001610,ST CHRISTOPHER GLUHW,1L,,5.68,,5.68,7.99,,1,1,,,,,,,,,,,,,,,5.68,34.08,,H,-5,6,,,
ST HALLETT GAMEKEEPERS RESERVE,WINE,GLAZER'S,3343800011,129999,ST HALLETT GAMEKEEPE,750ML,,9.03,,9.03,10.99,,1,1,,,,,,,,,,,,,,,9.03,85.44,,H,0,12,,,
ST JAMES CRANBERRY WINE,WINE,GLAZER'S,8858200008,413820,ST JAMES CRANBERRY W,750ML,,7.11,,7.11,9.99,,0,0,,,,,,,,,,,,,,,7.11,85.32,,,1,12,,,
ST NICK EGG NOG 25,CORDIALS,STANDARD,8193205274,11401009,ST NICK EGG NOG 25,750ML,,5,,5,6.99,,1,1,,,,,,,,,,,,,,,5,65.3,,H,0,12,,,
ST NICK EGG NOG 25,CORDIALS,STANDARD,8800401662,11401009A,ST NICK EGG NOG 25,750ML,,5,,5,6.99,,1,1,,,,,,,,,,,,,,,5,65.3,,,0,12,,,
ST PAULI GIRL  4/6 NR,BEER,STANDARD LIQUOR CORP,140062,140062,ST PAULI GIRL  4/6 N,12OZ,,0,,5.6,7.49,,0,0,,,,,,,,,,,,,,,5.6,22.4,,6,0,4,,,
ST PAULI GIRL 4/6 NR,BEER,STANDARD LIQUOR CORP,8066095935,31062,ST PAULI GIRL 4/6 NR,12OZ,,6,,6,7.49,,0,0,,,,,,,,,,,,,,,6,25.6,,18,0,4,,,
ST PAULS PINOT GRIGIO,WINE,WORLD WIDE,8006884024691,17107235,ST PAULS PINOT GRIGI,750ML,,10.25,,10.25,15.98,,1,1,,,,,,,,,,,,,,,10.25,100,,G,0,12,,,
ST SUPERY VIRTU WH MERITAGE,WINE,STANDARD LIQUOR CORP,6881009,6881009,ST SUPERY VIRTU WH M,750ML,,23.49,,23.49,26.69,,0,0,,,,,,,,,,,,,,,23.49,133.72,,D,0,6,,,
ST URBANS-HOF ESTATE RIESLING,WINE,WORLD WIDE,3915400101,12000832,ST URBANS-HOF ESTATE,750ML,,13.5,,13.5,17.99,,1,1,,,,,,,,,,,,,,,13.5,0,,E,-1,12,,,
ST URBANS-HOF URBAN RIESLING,WINE,WORLD WIDE,7573400102,12000732,ST URBANS-HOF URBAN,750ML,,8.51,,8.51,10.99,,1,1,,,,,,,,,,,,,,,8.51,93.75,,F,0,12,,,
ST. JAMES COUNTRY RED,WINE,GLAZER'S,8858200018,413795,ST. JAMES COUNTRY RE,750ML,,6.48,,6.48,8.99,,2,2,,,,,,,,,,,,,,,6.48,68.28,,D,0,12,,,
ST. JAMES COUNTRY WHITE,WINE,GLAZER'S,8858200017,413796,ST. JAMES COUNTRY WH,750ML,,6.89,,6.89,8.99,,2,2,,,,,,,,,,,,,,,6.89,68.28,,D,0,12,,,
ST. JAMES PEACH,WINE,GLAZER'S,8858200050,413811,ST. JAMES PEACH,750ML,,6.89,,6.89,9.99,,1,1,,,,,,,,,,,,,,,6.89,76.8,,D,0,12,,,
ST. JAMES VELVET RED,WINE,GLAZER'S,8858200001,413792,ST. JAMES VELVET RED,750ML,,4.98,,4.98,6.99,,0,0,,,,,,,,,,,,,,,4.98,59.76,,,7,12,,,
ST. JAMES VIGNOLES VINTNERS SE,WINE,GLAZER'S,8858200039,413836,ST. JAMES VIGNOLES V,750ML,,7.6,,7.6,11.99,,2,2,,,,,,,,,,,,,,,7.6,93.86,,D,0,12,,,
STAGS' LEAP WINERY CAB S NAPA,WINE,GLAZER'S,8981904240,401423,STAGS' LEAP WINERY C,750ML,,36.78,,36.78,47.99,,1,1,,,,,,,,,,,,,,,36.78,315.96,,H,0,12,,,
STARBOROUGH SAUV BLANC MARLBOR,WINE,GLAZER'S,8500001660,232577,STARBOROUGH SAUV BLA,750ML,,7.82,,7.82,10.99,,0,0,,,,,,,,,,,,,,,7.82,102.48,,,3,12,,,
STEEL MARGARITA,BEER,MIDWEST,7825000618,7445,STEEL MARGARITA,24OZ,,1.52,,1.52,1.99,,1,1,,,,,,,,,,,,,,,1.52,20.06,,18,-3,12,,,
STEEL PINEAPPLE,BEER,MIDWEST,7825000614,7447,STEEL PINEAPPLE,22OZ,,1.67,,1.67,1.99,,0,0,,,,,,,,,,,,,,,1.67,20.06,,,24,12,,,
STEEL PUNCH,BEER,MIDWEST,7825000610,7444,STEEL PUNCH,24OZ,,1.52,,1.52,1.99,,1,1,,,,,,,,,,,,,,,1.52,18.2,,18,0,12,,,
STEEL RES,,MIDWEST DISTRIBUTORS CO,7825000328,7224,STEEL RES,24OZ,,1.03,,1.03,1.85,,2,1,,,,,,,,,,,,,,,1.03,17.18,,18,12,12,,,
STEEL RESERVE BLKBRY,BEER,MIDWEST,7825000605,7442,STEEL RESERVE BLKBRY,24OZ,,1.52,,1.52,1.99,,1,1,,,,,,,,,,,,,,,1.52,18.2,,18,0,12,,,
STEELE RESERV 12PK CN,BEER,MIDWEST,7825000382,7222,STEELE RESERV 12PK C,12OZ,,5.8,,5.8,7.49,,2,1,,,,,,,,,,,,,,,5.8,12,,18,-2,2,,,
STELLA ARTOIS,BEER,CRAWFORD,8615000057,88005,STELLA ARTOIS,22OZ,,0,,0,2.99,,1,1,,,,,,,,,,,,,,,0,29.85,,18,5,12,,,
STELLA ARTOIS 10 PK 14.9OZ,BEER,CRAWFORD,1820016995,88004,STELLA ARTOIS 10 PK,15OZ,,12.7,,12.7,16.49,,1,1,,,,,,,,,,,,,,,12.7,25.6,,5,0,2,,,
STELLA ARTOIS 2/12 CAN,BEER,CRAWFORD,8615000016,88011,STELLA ARTOIS 2/12 C,11.2Z,,12.8,,12.4,15.49,,1,1,,,,,,,,,,,,,,,12.4,24.8,,5,7,2,,,
STELLA ARTOIS 2/12NR,,CRAWFORD SALES COMPANY,8615000014,88003,STELLA ARTOIS 2/12NR,11.2,,0,,12.4,15.49,,2,1,,,,,,,,,,,,,,,12.4,24.8,,6,14,2,,,
STELLA ARTOIS 2/12NR,BEER,CRAWFORD SALES COMPANY,8615000174,88003A,STELLA ARTOIS 2/12NR,11.2,,0,,12.4,15.49,,2,1,,,,,,,,,,,,,,,12.4,24.8,,,14,2,,,
STELLA ARTOIS 4/6NR,,CRAWFORD SALES COMPANY,8615000001,88001,STELLA ARTOIS 4/6NR,11.2,,7.59,,7.59,9.99,,2,1,,,,,,,,,,,,,,,7.59,30.35,,18,20,4,,,
STELLA CHALICE,BEER,CRAWFORD,1820020991,88009,STELLA CHALICE,750ML,,12.17,,12.17,15.99,,1,1,,,,,,,,,,,,,,,12.17,60.85,,H,0,5,,,
STELLA CIDRE,BEER,CRAWFORD,1820021991,88020,STELLA CIDRE,12OZ,,5,,5,8.99,,1,1,,,,,,,,,,,,,,,5,30,,H,0,6,,,
STELLA CIDRE,BEER,CRAWFORD,1820024001,88019,STELLA CIDRE,12OZ,,6.9,,7.59,9.99,,1,1,,,,,,,,,,,,,,,7.59,30.35,,4,6,4,,,
STELLA PINOT GRIGIO,WINE,STANDARD,9870920250,18933009,STELLA PINOT GRIGIO,750ML,,7.91,,7.91,10.99,,1,1,,,,,,,,,,,,,,,7.91,76.85,,C,14,12,,,
STELLA ROSA MOSCATO,WINE,GLAZER'S,8787263012,477694,STELLA ROSA MOSCATO,750ML,,7.83,,7.83,10.99,,0,0,,,,,,,,,,,,,,,7.83,93.94,,,8,12,,,
STELLA ROSSA ROSSO,WINE,GLAZER'S,8787263013,295924,STELLA ROSSA ROSSO,750ML,,7.83,,7.83,10.99,,0,0,,,,,,,,,,,,,,,7.83,93.94,,,8,12,,,
STEMMARI P GRIGIO,WINE,STANDARD,5455900005,10635009,STEMMARI P GRIGIO,750ML,,8.62,,8.62,10.99,,1,1,,,,,,,,,,,,,,,8.62,76.9,,G,1,12,,,
STEMMARI P NOIR,WINE,STANDARD,5455900026,10634009,STEMMARI P NOIR,750ML,,8.62,,8.62,10.99,,2,2,,,,,,,,,,,,,,,8.62,85.4,,F,0,12,,,
STEPHEN VINCENT CABERNET SAUV,,WORLD WIDE,5772503011,18303332,STEPHEN VINCENT CABE,750ML,,9.23,,9.23,12.99,,0,0,,,,,,,,,,,,,,,9.23,110.95,,,6,12,,,
STEPHEN VINCENT CHARDONNAY,,,5772503007,18313332,S,STEPHEN VINCENT CHAR,,110.95,,0,0,,12,1,,,,,,,,,,,,,,,0,1,,,0,0,,,
STEPHEN VINCENT CRIMSON,,,5772503003,18312432,SONO,STEPHEN VINCENT CRIM,,93.72,,0,0,,12,0,,,,,,,,,,,,,,,0,4,,,0,0,,,
STEPHEN VINCENT PINOT NOIR,WINE,WORLD WIDE,5772503006,18310432,STEPHEN VINCENT PINO,750ML,,10.67,,10.67,12.99,,1,1,,,,,,,,,,,,,,,10.67,136.57,,C,6,12,,,
STERLING VINT MERLOT,WINE,STANDARD,8869286025,76348,STERLING VINT MERLOT,750ML,,11.46,,11.46,16.99,,0,0,,,,,,,,,,,,,,,11.46,93.96,,D,14,12,,,
STERLING VINTNERS CAB,,STANDARD LIQUOR CORP,8869286023,76349,STERLING VINTNERS CA,750ML,,11.46,,11.46,11.99,,2,1,,,,,,,,,,,,,,,11.46,93.9,,D,0,12,,,
STERLING VINTNERS CHARD,WINE,STANDARD LIQUOR CORP,8961009,8961009,STERLING VINTNERS CH,750ML,,10.45,,10.45,16.99,,0,0,,,,,,,,,,,,,,,10.45,130.79,,D,0,12,,,
STERLING VINTNERS MERLOT,,STANDARD LIQUOR CORP,8869286024,8960009,STERLING VINTNERS ME,750ML,,11.16,,11.16,11.99,,2,1,,,,,,,,,,,,,,,11.16,130.79,,D,-14,12,,,
STERLING VINTNERS P NOIR,,STANDARD LIQUOR CORP,8869286210,48121,STERLING VINTNERS P,750ML,,11.88,,11.88,13.99,,2,1,,,,,,,,,,,,,,,11.88,156.41,,D,0,12,,,
STEVEN POINT 2012,BEER,CRAWFORD,8873300802,149,STEVEN POINT 2012,12OZ,,0,,5.6,6.99,,0,0,,,,,,,,,,,,,,,5.6,22.4,,4,0,4,,,
STEVENS POINT CASCADE PALE ALE,,CRAWFORD SALES COMPANY,8873300502,141,STEVENS POINT CASCAD,12OZ,,0,,5.6,6.99,,2,1,,,,,,,,,,,,,,,5.6,22.4,,5,0,4,,,
STICKYBEAK CAB SAUV,WINE,WORLD WIDE,6774901505,17609332,STICKYBEAK CAB SAUV,750ML,,15.23,,15.23,18.99,,1,1,,,,,,,,,,,,,,,15.23,85.36,,C,0,6,,,
STICKYBEAK CAB SAUV,WINE,WORLD WIDE,8224247413,17609332A,STICKYBEAK CAB SAUV,750ML,,15.23,,15.23,18.99,,1,1,,,,,,,,,,,,,,,15.23,85.36,,,0,6,,,
STICKYBEAK CHARD RUSSIAN RIV,WINE,WORLD WIDE,6774901503,17608832,STICKYBEAK CHARD RUS,750ML,,0,,0,14.99,,1,1,,,,,,,,,,,,,,,0,64,,C,0,6,,,
STICKYBEAK PINOT NOIR SONOMA,WINE,WORLD WIDE,6774901504,17608932,STICKYBEAK PINOT NOI,750ML,,12.71,,12.71,18.99,,1,1,,,,,,,,,,,,,,,12.71,76.83,,C,1,6,,,
STIEGL GRAPEFRUIT,BEER,CENTRAL STATES,5252700029,20307,STIEGL GRAPEFRUIT,16.9Z,,6,,6,7.49,,1,1,,,,,,,,,,,,,,,6,40,,H,0,6,,,
STIEGL LEMON RADLER,BEER,CENTRAL STATES,9003403195770,20329,STIEGL LEMON RADLER,16.9Z,,10.19,,10.19,12.89,,1,1,,,,,,,,,,,,,,,10.19,40.75,,10,0,4,,,
STIEGL WEISS 16.9 OZ,BEER,CENTRAL STATES,5252700031,20334,STIEGL WEISS 16.9 OZ,16.9Z,,1.9,,1.9,2.29,,1,1,,,,,,,,,,,,,,,1.9,38,,18,0,20,,,
STOCK GRAN GALA ORNG LIQ,,STANDARD LIQUOR CORP,8235230023,8560007,STOCK GRAN GALA ORNG,1.0LT,,0,,18.59,21.99,,2,1,,,,,,,,,,,,,,,18.59,208.65,,C,0,12,,,
STOLI GINGER,BEER,STANDARD,1175102251,17471062,STOLI GINGER,2L,,4.65,,4.65,5.99,,0,0,,,,,,,,,,,,,,,4.65,27.9,,,1,6,,,
STOLI GINGER 4 PACK,LIQUOR,STANDARD,1175102136,17471014,STOLI GINGER 4 PACK,1L,,0,,0,5.99,,0,0,,,,,,,,,,,,,,,0,23.3,,,3,6,,,
STOLI SINGLE CAN,LIQUOR,STANDARD,1175102135,17471015,STOLI SINGLE CAN,11OZ,,0,,0,1.29,,0,0,,,,,,,,,,,,,,,0,23.3,,,-8,24,,,
STOLICHNAYA  80,LIQUOR,STANDARD LIQUOR CORP,1175102000,1130400,STOLICHNAYA  80,750ML,,18.87,,18.87,17.99,,2,1,,,,,,,,,,,,,,,18.87,168.08,,B,-2,12,,,
STOLICHNAYA VODKA 80,,STANDARD LIQUOR CORP,8954043656,11302004,STOLICHNAYA VODKA 80,1.75L,,33.66,,33.66,43.29,,2,1,,,,,,,,,,,,,,,33.66,192.96,,B,0,6,,,
STOLICHNAYA VODKA 80,LIQUOR,STANDARD LIQUOR CORP,8366487176,11302009,STOLICHNAYA VODKA 80,750ML,,17.06,,17.06,22.99,,0,0,,,,,,,,,,,,,,,17.06,212.04,,A,7,12,,,
STONE ARROGANT BASTARD,BEER,CENTRAL STATES,3625174080,52307,STONE ARROGANT BASTA,12OZ,,9,,9,11.49,,1,1,,,,,,,,,,,,,,,9,36,,7,0,4,,,
STONE ARROGANT BASTARD,BEER,CENTRAL STATES,3625178000,52344,STONE ARROGANT BASTA,22OZ,,3.17,,3.17,4.49,,1,1,,,,,,,,,,,,,,,3.17,43.2,,18,11,12,,,
STONE DELICIOUS IPA,BEER,CENTRAL STATES,3625174002,54505,STONE DELICIOUS IPA,12OZ,,7.99,,7.99,10.99,,1,1,,,,,,,,,,,,,,,7.99,32,,7,7,4,,,
STONE DOUBLE IPA,BEER,CENTRAL STATES,3625179035,52944,STONE DOUBLE IPA,22OZ,,6.5,,6.4,7.99,,1,1,,,,,,,,,,,,,,,6.4,76.8,,18,-8,12,,,
STONE ENCORE 20 ANN PORTER,BEER,CENTRAL STATES,3625190832,91144,STONE ENCORE 20 ANN,22OZ,,6.4,,6.4,7.99,,1,1,,,,,,,,,,,,,,,6.4,76.8,,18,16,12,,,
STONE ENJOY BY IPA,BEER,CENTRAL STATES,3625177200,53544,STONE ENJOY BY IPA,22OZ,,6.25,,6.25,7.79,,1,1,,,,,,,,,,,,,,,6.25,75,,18,0,12,,,
STONE FRUITALLICA DOUBLE IPA,BEER,CENTRAL STATES,3625187040,119744,STONE FRUITALLICA DO,22OZ,,6.4,,6.4,7.99,,0,0,,,,,,,,,,,,,,,6.4,76.8,,,1,12,,,
STONE GO TO IPA,BEER,CENTRAL STATES,3625177302,54005,STONE GO TO IPA,12OZ,,7.99,,7.99,9.99,,1,1,,,,,,,,,,,,,,,7.99,31.95,,7,0,4,,,
STONE HILL CONCORD,,GLAZER WHOLESALE DRUG CO.,8879021749,204775,STONE HILL CONCORD,750ML,,59.76,,6.48,9.99,,2,1,,,,,,,,,,,,,,,6.48,59.76,,,0,12,,,
STONE HILL PINK CATAWBA,,GLAZER WHOLESALE DRUG CO.,8879021648,204781,STONE HILL PINK CATA,750ML,,59.76,,6.48,9.99,,2,1,,,,,,,,,,,,,,,6.48,59.76,,,0,12,,,
STONE HILL TRAMINETTE,WINE,GLAZER'S,8879020448,8879020448,STONE HILL TRAMINETT,750ML,,0,,9.73,14.99,,2,2,,,,,,,,,,,,,,,9.73,0,,D,4,12,,,
STONE HILL TRAMINETTE OFF-DRY,WINE,GLAZER'S,900000003,279098,STONE HILL TRAMINETT,750ML,,9.73,,10.45,14.69,,0,0,,,,,,,,,,,,,,,10.45,111,,D,0,12,,,
STONE HILL VIGNOLES,,GLAZER WHOLESALE DRUG CO.,8879022052,204791,STONE HILL VIGNOLES,750ML,,85.4,,9.03,14.99,,2,1,,,,,,,,,,,,,,,9.03,85.4,,,0,12,,,
STONE IPA,BEER,CENTRAL STATES,3625177612,52005,STONE IPA,12OZ,,7.99,,7.99,10.99,,1,1,,,,,,,,,,,,,,,7.99,35.2,,7,5,4,,,
STONE ODD OLD GUARDIAN,BEER,CENTRAL STATES,3625190814,42544,STONE ODD OLD GUARDI,22OZ,,6.33,,6.33,7.99,,1,1,,,,,,,,,,,,,,,6.33,76,,18,0,12,,,
STONE PATASKALA,BEER,CENTRAL STATES,3625174900,91605,STONE PATASKALA,11.2Z,,0,,0,10.99,,0,0,,,,,,,,,,,,,,,0,35.2,,,1,4,,,
STONE PILLAR BLK RASPBERRY,WINE,HANDCRAFTED WINES,2230136216,2167,STONE PILLAR BLK RAS,375ML,,10,,10,13.99,,1,1,,,,,,,,,,,,,,,10,120,,H,0,12,,,
STONE PILLAR CHARDONNAY,WINE,HANDCRAFTED WINES,2230136220,3340998,STONE PILLAR CHARDON,750ML,,7,,7,9.99,,0,0,,,,,,,,,,,,,,,7,84,,,-4,12,,,
STONE PILLAR CHERRY LIME,WINE,HANDCRAFTED WINES,2230136215,2150,STONE PILLAR CHERRY,375ML,,10,,10,13.99,,1,1,,,,,,,,,,,,,,,10,120,,H,0,12,,,
STONE PILLAR CHOC SWEETHEART,WINE,HANDCRAFTED WINES,2230136211,777,STONE PILLAR CHOC SW,375ML,,11,,11,14.99,,1,1,,,,,,,,,,,,,,,11,132,,G,0,12,,,
STONE PILLAR DRY WHITE,WINE,HANDCRAFTED WINES,2230136208,362082,STONE PILLAR DRY WHI,750ML,,9,,9,11.49,,1,1,,,,,,,,,,,,,,,9,108,,G,1,12,,,
STONE PILLAR HOFFTOBERFEST,WINE,HANDCRAFTED WINES,2230136196,36196,STONE PILLAR HOFFTOB,750ML,,9.96,,9.96,13.99,,1,1,,,,,,,,,,,,,,,9.96,119.52,,G,0,12,,,
STONE PILLAR JOCEAUX RED,WINE,HANDCRAFTED WINES,2230136203,55556,STONE PILLAR JOCEAUX,750ML,,14.23,,14.23,19.99,,1,1,,,,,,,,,,,,,,,14.23,170.76,,E,0,12,,,
STONE PILLAR MALBEC,WINE,HANDCRAFTED WINES,2230136223,39425314,STONE PILLAR MALBEC,750ML,,11.38,,11.38,15.99,,0,0,,,,,,,,,,,,,,,11.38,136.62,,,-3,12,,,
STONE PILLAR NOKOTA WHITE,WINE,HANDCRAFTED WINES,2230136232,39423320,STONE PILLAR NOKOTA,750ML,,9.96,,9.96,13.99,,0,0,,,,,,,,,,,,,,,9.96,119.52,,,5,12,,,
STONE PILLAR PEACH MANGO,WINE,HANDCRAFTED WINES,2230136214,2143,STONE PILLAR PEACH M,375ML,,10,,10,13.99,,1,1,,,,,,,,,,,,,,,10,120,,H,0,12,,,
STONE PILLAR PEAR,WINE,HANDCRAFTED WINES,2230136213,2136,STONE PILLAR PEAR,375ML,,10,,10,13.99,,1,1,,,,,,,,,,,,,,,10,120,,H,0,12,,,
STONE PILLAR PP BLUSH,WINE,HANDCRAFTED WINES,2230136238,36238,STONE PILLAR PP BLUS,750ML,,7.12,,7.12,9.99,,1,1,,,,,,,,,,,,,,,7.12,85.44,,G,0,12,,,
STONE PILLAR PRAIRIE FIRE RED,WINE,HANDCRAFTED WINES,2230136206,55557,STONE PILLAR PRAIRIE,750ML,,13.25,,13.25,16.99,,1,1,,,,,,,,,,,,,,,13.25,162.24,,E,2,12,,,
STONE PILLAR REDNECK ROSE,WINE,HANDCRAFTED WINES,2230136195,55555,STONE PILLAR REDNECK,750ML,,9.96,,9.96,13.99,,1,1,,,,,,,,,,,,,,,9.96,102,,E,2,12,,,
STONE PILLAR STRAWB LEMON,WINE,HANDCRAFTED WINES,2230136217,2174,STONE PILLAR STRAWB,375ML,,10,,10,13.99,,1,1,,,,,,,,,,,,,,,10,120,,H,0,12,,,
STONE PILLAR SWEET RED,WINE,HANDCRAFTED WINES,2230136239,36239,STONE PILLAR SWEET R,750ML,,7.12,,7.12,8.99,,1,1,,,,,,,,,,,,,,,7.12,85.44,,F,0,12,,,
STONE PILLAR SWEET WHITE,WINE,HANDCRAFTED WINES,2230136237,36237,STONE PILLAR SWEET W,750ML,,7.12,,7.12,9.99,,1,1,,,,,,,,,,,,,,,7.12,75,,G,-7,12,,,
STONE PILLAR SWEETHEART RED,WINE,HANDCRAFTED WINES,2230136242,36246,STONE PILLAR SWEETHE,750ML,,13,,13,8.99,,1,1,,,,,,,,,,,,,,,13,153.6,,H,6,12,,,
STONE PILLAR WINTER WHITE,WINE,HANDCRAFTED WINES,2230136212,55559,STONE PILLAR WINTER,750ML,,10,,10,13.49,,1,1,,,,,,,,,,,,,,,10,120,,G,2,12,,,
STONE RIPPER ALE,BEER,CENTRAL STATES,3625174135,106104,STONE RIPPER ALE,11.2Z,,8.8,,8.8,10.99,,0,0,,,,,,,,,,,,,,,8.8,35.2,,,6,4,,,
